3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3
3,4,11,11,7,7,7,7,7,4,3,3
3,4,5,10,13,12,12,12,15,10,5,3
3,2,2,4,5,6,6,7,15,9,7,3
3,3,3,3,3,3,3,11,7,9,4,3
3,3,3,3,3,3,5,12,6,8,3,3
3,3,3,3,3,3,8,8,9,4,3,3
3,3,3,3,3,7,12,5,8,3,3,3
3,3,3,3,4,12,4,9,4,3,3,3
3,3,3,3,11,9,8,5,3,3,3,3
3,3,3,3,11,11,8,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3
3,4,3,6,4,1,1,1,1,2,4,3
3,3,7,14,12,16,16,16,15,9,6,3
3,4,3,-2,1,0,0,1,2,9,0,3
3,3,3,3,3,3,3,4,11,7,1,3
3,3,3,3,3,3,6,8,14,-3,3,3
3,3,3,3,3,3,3,10,6,1,3,3
3,3,3,3,3,4,6,14,-3,3,3,3
3,3,3,3,4,4,18,2,1,3,3,3
3,3,3,3,4,9,6,-2,3,3,3,3
3,3,3,3,8,15,4,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,3,14,17,13,11,11,11,11,6,1,1
1,3,-1,0,6,12,12,12,17,11,3,1
1,0,-8,-13,-16,-20,-20,-18,-6,-9,-3,1
1,1,1,1,1,1,1,13,3,-7,-2,1
1,1,1,1,1,1,6,13,-7,-5,1,1
1,1,1,1,1,1,9,1,-9,-2,1,1
1,1,1,1,1,9,17,-5,-5,1,1,1
1,1,1,1,3,13,-4,-10,-2,1,1,1
1,1,1,1,13,6,-9,-4,1,1,1,1
1,1,1,1,9,-2,-5,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3
3,6,17,10,3,9,9,9,9,3,1,3
3,6,7,-4,3,1,1,1,7,-4,-7,3
3,2,-2,-2,-6,-10,-10,-7,6,-19,-6,3
3,3,3,3,3,3,3,17,4,-20,2,3
3,3,3,3,3,3,8,20,-21,-8,3,3
3,3,3,3,3,3,16,4,-21,2,3,3
3,3,3,3,3,11,20,-18,-8,3,3,3
3,3,3,3,6,21,-10,-16,2,3,3,3
3,3,3,3,17,7,-23,0,3,3,3,3
3,3,3,3,19,-8,-16,3,3,3,3,3
5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5
5,3,-1,-2,1,2,2,2,2,5,6,5
5,4,-1,-4,-4,-5,-5,-5,-8,-2,5,5
5,5,3,3,1,1,1,-1,-6,-1,6,5
